"Class"	"Phylum"
"16856"	"Gammaproteobacteria"	"Proteobacteria"
"16857"	"Gammaproteobacteria"	"Proteobacteria"
"16858"	"Gammaproteobacteria"	"Proteobacteria"
"16859"	"Gammaproteobacteria"	"Proteobacteria"
"16860"	"Gammaproteobacteria"	"Proteobacteria"
"16861"	"Gammaproteobacteria"	"Proteobacteria"
"16862"	"Gammaproteobacteria"	"Proteobacteria"
"16863"	"Gammaproteobacteria"	"Proteobacteria"
"16864"	"Bacilli"	"Firmicutes"
"16865"	"Gammaproteobacteria"	"Proteobacteria"
"16866"	"Gammaproteobacteria"	"Proteobacteria"
"16867"	"Gammaproteobacteria"	"Proteobacteria"
"16868"	"Gammaproteobacteria"	"Proteobacteria"
"16869"	"Gammaproteobacteria"	"Proteobacteria"
"16870"	"Gammaproteobacteria"	"Proteobacteria"
"16871"	"Gammaproteobacteria"	"Proteobacteria"
"16872"	"Gammaproteobacteria"	"Proteobacteria"
"16873"	"Gammaproteobacteria"	"Proteobacteria"
"16874"	"Gammaproteobacteria"	"Proteobacteria"
"16875"	"Gammaproteobacteria"	"Proteobacteria"
"16876"	"Gammaproteobacteria"	"Proteobacteria"
"16877"	"Bacilli"	"Firmicutes"
"16878"	"Bacilli"	"Firmicutes"
"16879"	"Gammaproteobacteria"	"Proteobacteria"
"16880"	"Gammaproteobacteria"	"Proteobacteria"
"16881"	"Gammaproteobacteria"	"Proteobacteria"
"16882"	"Gammaproteobacteria"	"Proteobacteria"
"16883"	"Gammaproteobacteria"	"Proteobacteria"
"16884"	"Gammaproteobacteria"	"Proteobacteria"
"16885"	"Bacteroidia"	"Bacteroidota"
"16886"	"Bacteroidia"	"Bacteroidota"
"16887"	"Bacilli"	"Firmicutes"
"16888"	"Gammaproteobacteria"	"Proteobacteria"
"16889"	"Gammaproteobacteria"	"Proteobacteria"
"16890"	"Gammaproteobacteria"	"Proteobacteria"
"16891"	"Gammaproteobacteria"	"Proteobacteria"
"16892"	"Gammaproteobacteria"	"Proteobacteria"
"16893"	"Gammaproteobacteria"	"Proteobacteria"
"16894"	"Gammaproteobacteria"	"Proteobacteria"
"16895"	"Gammaproteobacteria"	"Proteobacteria"
"16896"	"Gammaproteobacteria"	"Proteobacteria"
"16897"	"Gammaproteobacteria"	"Proteobacteria"
"16898"	"Gammaproteobacteria"	"Proteobacteria"
"16899"	"Gammaproteobacteria"	"Proteobacteria"
"16900"	"Gammaproteobacteria"	"Proteobacteria"
"16901"	"Gammaproteobacteria"	"Proteobacteria"
"16902"	"Gammaproteobacteria"	"Proteobacteria"
"16903"	"Gammaproteobacteria"	"Proteobacteria"
"16904"	"Gammaproteobacteria"	"Proteobacteria"
"16905"	"Gammaproteobacteria"	"Proteobacteria"
"16906"	"Gammaproteobacteria"	"Proteobacteria"
"16907"	"Gammaproteobacteria"	"Proteobacteria"
"16908"	"Gammaproteobacteria"	"Proteobacteria"
"16909"	"Cyanobacteriia"	"Cyanobacteria"
"16910"	"Gammaproteobacteria"	"Proteobacteria"
"16911"	"Gammaproteobacteria"	"Proteobacteria"
"16912"	"Gammaproteobacteria"	"Proteobacteria"
"16913"	"Gammaproteobacteria"	"Proteobacteria"
"16914"	"Bacilli"	"Firmicutes"
"16915"	"Bacilli"	"Firmicutes"
"16916"	"Bacteroidia"	"Bacteroidota"
"16917"	NA	NA
"16918"	"Gammaproteobacteria"	"Proteobacteria"
"16919"	"Gammaproteobacteria"	"Proteobacteria"
"16920"	"Actinomycetia"	"Actinobacteriota"
"16921"	"Actinomycetia"	"Actinobacteriota"
"16922"	"Bacilli"	"Firmicutes"
"16923"	"Bacilli"	"Firmicutes"
"16924"	"Bacilli"	"Firmicutes"
"16925"	"Bacilli"	"Firmicutes"
"16926"	"Gammaproteobacteria"	"Proteobacteria"
"16927"	"Gammaproteobacteria"	"Proteobacteria"
"16928"	"Gammaproteobacteria"	"Proteobacteria"
"16929"	"Gammaproteobacteria"	"Proteobacteria"
"16930"	"Gammaproteobacteria"	"Proteobacteria"
"16931"	"Gammaproteobacteria"	"Proteobacteria"
"16932"	"Gammaproteobacteria"	"Proteobacteria"
"16933"	"Gammaproteobacteria"	"Proteobacteria"
"16934"	"Bacilli"	"Firmicutes"
"16935"	"Gammaproteobacteria"	"Proteobacteria"
"16936"	"Gammaproteobacteria"	"Proteobacteria"
"16937"	"Gammaproteobacteria"	"Proteobacteria"
"16938"	"Gammaproteobacteria"	"Proteobacteria"
"16939"	"Gammaproteobacteria"	"Proteobacteria"
"16940"	"Gammaproteobacteria"	"Proteobacteria"
"16941"	"Gammaproteobacteria"	"Proteobacteria"
"16942"	"Gammaproteobacteria"	"Proteobacteria"
"16943"	"Bacilli"	"Firmicutes"
"16944"	"Alphaproteobacteria"	"Proteobacteria"
"16945"	"Bacilli"	"Firmicutes"
"16946"	"Clostridia"	"Firmicutes"
"16947"	"Bacilli"	"Firmicutes"
"16948"	"Actinomycetia"	"Actinobacteriota"
"16949"	"Actinomycetia"	"Actinobacteriota"
"16950"	"Bacilli"	"Firmicutes"
"16951"	"Actinomycetia"	"Actinobacteriota"
"16952"	"Actinomycetia"	"Actinobacteriota"
"16953"	"Gammaproteobacteria"	"Proteobacteria"
"16954"	"Gammaproteobacteria"	"Proteobacteria"
"16955"	"Gammaproteobacteria"	"Proteobacteria"
"16956"	"Gammaproteobacteria"	"Proteobacteria"
"16957"	"Gammaproteobacteria"	"Proteobacteria"
"16958"	"Bacteroidia"	"Bacteroidota"
"16959"	"Actinomycetia"	"Actinobacteriota"
"16960"	"Gammaproteobacteria"	"Proteobacteria"
"16961"	"Gammaproteobacteria"	"Proteobacteria"
"16962"	"Gammaproteobacteria"	"Proteobacteria"
"16963"	"Gammaproteobacteria"	"Proteobacteria"
"16964"	"Gammaproteobacteria"	"Proteobacteria"
"16965"	"Gammaproteobacteria"	"Proteobacteria"
"16966"	"Gammaproteobacteria"	"Proteobacteria"
"16967"	"Negativicutes"	"Firmicutes"
"16968"	"Gammaproteobacteria"	"Proteobacteria"
"16969"	"Bacilli"	"Firmicutes"
"16970"	"Bacilli"	"Firmicutes"
"16971"	"Campylobacteria"	"Campylobacterota"
"16972"	"Actinomycetia"	"Actinobacteriota"
"16973"	"Gammaproteobacteria"	"Proteobacteria"
"16974"	"Acidobacteriae"	"Acidobacteriota"
"16975"	"Gammaproteobacteria"	"Proteobacteria"
"16976"	"Actinomycetia"	"Actinobacteriota"
"16977"	"Alphaproteobacteria"	"Proteobacteria"
"16978"	"Bacilli"	"Firmicutes"
"16979"	"Actinomycetia"	"Actinobacteriota"
"16980"	"Actinomycetia"	"Actinobacteriota"
"16981"	"Bacilli"	"Firmicutes"
"16982"	"Gammaproteobacteria"	"Proteobacteria"
"16983"	"Alphaproteobacteria"	"Proteobacteria"
"16984"	"Actinomycetia"	"Actinobacteriota"
"16985"	"Gammaproteobacteria"	"Proteobacteria"
"16986"	"Gammaproteobacteria"	"Proteobacteria"
"16987"	"Gammaproteobacteria"	"Proteobacteria"
"16988"	"Gammaproteobacteria"	"Proteobacteria"
"16989"	"Gammaproteobacteria"	"Proteobacteria"
"16990"	"Bacteroidia"	"Bacteroidota"
"16991"	NA	NA
"16992"	"Gammaproteobacteria"	"Proteobacteria"
"16993"	"Gammaproteobacteria"	"Proteobacteria"
"16994"	"Gammaproteobacteria"	"Proteobacteria"
"16995"	"Alphaproteobacteria"	"Proteobacteria"
"16996"	"Alphaproteobacteria"	"Proteobacteria"
"16997"	"Bacilli"	"Firmicutes"
"16998"	"Gammaproteobacteria"	"Proteobacteria"
"16999"	"Gammaproteobacteria"	"Proteobacteria"
"17000"	"Alphaproteobacteria"	"Proteobacteria"
"17001"	"Actinomycetia"	"Actinobacteriota"
"17002"	"Alphaproteobacteria"	"Proteobacteria"
"17003"	"Actinomycetia"	"Actinobacteriota"
"17004"	"Actinomycetia"	"Actinobacteriota"
"17005"	"Clostridia"	"Firmicutes"
"17006"	"Bacilli"	"Firmicutes"
"17007"	"Clostridia"	"Firmicutes"
"17008"	"Bacilli"	"Firmicutes"
"17009"	"Bacteroidia"	"Bacteroidota"
"17010"	"Clostridia"	"Firmicutes"
"17011"	"Campylobacteria"	"Campylobacterota"
"17012"	"Campylobacteria"	"Campylobacterota"
"17013"	"Campylobacteria"	"Campylobacterota"
"17014"	"Campylobacteria"	"Campylobacterota"
"17015"	"Campylobacteria"	"Campylobacterota"
"17016"	"Campylobacteria"	"Campylobacterota"
"17017"	"Campylobacteria"	"Campylobacterota"
"17018"	"Campylobacteria"	"Campylobacterota"
"17019"	"Campylobacteria"	"Campylobacterota"
"17020"	"Gammaproteobacteria"	"Proteobacteria"
"17021"	"Gammaproteobacteria"	"Proteobacteria"
"17022"	"Gammaproteobacteria"	"Proteobacteria"
"17023"	"Gammaproteobacteria"	"Proteobacteria"
"17024"	"Gammaproteobacteria"	"Proteobacteria"
"17025"	"Gammaproteobacteria"	"Proteobacteria"
"17026"	"Gammaproteobacteria"	"Proteobacteria"
"17027"	"Gammaproteobacteria"	"Proteobacteria"
"17028"	"Gammaproteobacteria"	"Proteobacteria"
"17029"	"Gammaproteobacteria"	"Proteobacteria"
"17030"	"Gammaproteobacteria"	"Proteobacteria"
"17031"	"Gammaproteobacteria"	"Proteobacteria"
"17032"	"Alphaproteobacteria"	"Proteobacteria"
"17033"	"Alphaproteobacteria"	"Proteobacteria"
"17034"	"Alphaproteobacteria"	"Proteobacteria"
"17035"	"Alphaproteobacteria"	"Proteobacteria"
"17036"	"Bacteroidia"	"Bacteroidota"
"17037"	"Bacteroidia"	"Bacteroidota"
"17038"	"Gammaproteobacteria"	"Proteobacteria"
"17039"	"Gammaproteobacteria"	"Proteobacteria"
"17040"	"Gammaproteobacteria"	"Proteobacteria"
"17041"	"Gammaproteobacteria"	"Proteobacteria"
"17042"	"Gammaproteobacteria"	"Proteobacteria"
"17043"	"Gammaproteobacteria"	"Proteobacteria"
"17044"	"Gammaproteobacteria"	"Proteobacteria"
"17045"	"Gammaproteobacteria"	"Proteobacteria"
"17046"	"Gammaproteobacteria"	"Proteobacteria"
"17047"	"Gammaproteobacteria"	"Proteobacteria"
"17048"	"Gammaproteobacteria"	"Proteobacteria"
"17049"	"Gammaproteobacteria"	"Proteobacteria"
"17050"	"Gammaproteobacteria"	"Proteobacteria"
"17051"	"Gammaproteobacteria"	"Proteobacteria"
"17052"	"Gammaproteobacteria"	"Proteobacteria"
"17053"	"Gammaproteobacteria"	"Proteobacteria"
"17054"	"Gammaproteobacteria"	"Proteobacteria"
"17055"	"Gammaproteobacteria"	"Proteobacteria"
"17056"	"Gammaproteobacteria"	"Proteobacteria"
"17057"	"Gammaproteobacteria"	"Proteobacteria"
"17058"	"Gammaproteobacteria"	"Proteobacteria"
"17059"	"Gammaproteobacteria"	"Proteobacteria"
"17060"	"Gammaproteobacteria"	"Proteobacteria"
"17061"	"Gammaproteobacteria"	"Proteobacteria"
"17062"	"Gammaproteobacteria"	"Proteobacteria"
"17063"	"Gammaproteobacteria"	"Proteobacteria"
"17064"	"Gammaproteobacteria"	"Proteobacteria"
"17065"	"Gammaproteobacteria"	"Proteobacteria"
"17066"	"Gammaproteobacteria"	"Proteobacteria"
"17067"	"Gammaproteobacteria"	"Proteobacteria"
"17068"	"Gammaproteobacteria"	"Proteobacteria"
"17069"	"Gammaproteobacteria"	"Proteobacteria"
"17070"	"Gammaproteobacteria"	"Proteobacteria"
"17071"	"Gammaproteobacteria"	"Proteobacteria"
"17072"	"Gammaproteobacteria"	"Proteobacteria"
"17073"	"Gammaproteobacteria"	"Proteobacteria"
"17074"	"Gammaproteobacteria"	"Proteobacteria"
"17075"	"Gammaproteobacteria"	"Proteobacteria"
"17076"	"Gammaproteobacteria"	"Proteobacteria"
"17077"	"Gammaproteobacteria"	"Proteobacteria"
"17078"	"Gammaproteobacteria"	"Proteobacteria"
"17079"	"Gammaproteobacteria"	"Proteobacteria"
"17080"	"Gammaproteobacteria"	"Proteobacteria"
"17081"	"Gammaproteobacteria"	"Proteobacteria"
"17082"	"Gammaproteobacteria"	"Proteobacteria"
"17083"	"Gammaproteobacteria"	"Proteobacteria"
"17084"	"Gammaproteobacteria"	"Proteobacteria"
"17085"	"Gammaproteobacteria"	"Proteobacteria"
"17086"	"Gammaproteobacteria"	"Proteobacteria"
"17087"	"Gammaproteobacteria"	"Proteobacteria"
"17088"	"Gammaproteobacteria"	"Proteobacteria"
"17089"	"Gammaproteobacteria"	"Proteobacteria"
"17090"	"Gammaproteobacteria"	"Proteobacteria"
"17091"	"Gammaproteobacteria"	"Proteobacteria"
"17092"	"Gammaproteobacteria"	"Proteobacteria"
"17093"	"Gammaproteobacteria"	"Proteobacteria"
"17094"	"Gammaproteobacteria"	"Proteobacteria"
"17095"	"Gammaproteobacteria"	"Proteobacteria"
"17096"	"Gammaproteobacteria"	"Proteobacteria"
"17097"	"Gammaproteobacteria"	"Proteobacteria"
"17098"	"Gammaproteobacteria"	"Proteobacteria"
"17099"	"Gammaproteobacteria"	"Proteobacteria"
"17100"	"Gammaproteobacteria"	"Proteobacteria"
"17101"	"Gammaproteobacteria"	"Proteobacteria"
"17102"	"Gammaproteobacteria"	"Proteobacteria"
"17103"	"Alphaproteobacteria"	"Proteobacteria"
"17104"	"Gammaproteobacteria"	"Proteobacteria"
"17105"	"Gammaproteobacteria"	"Proteobacteria"
"17106"	"Gammaproteobacteria"	"Proteobacteria"
"17107"	"Gammaproteobacteria"	"Proteobacteria"
"17108"	"Verrucomicrobiae"	"Verrucomicrobiota"
"17109"	"Clostridia"	"Firmicutes"
"17110"	"Gammaproteobacteria"	"Proteobacteria"
"17111"	"Gammaproteobacteria"	"Proteobacteria"
"17112"	"Gammaproteobacteria"	"Proteobacteria"
"17113"	"Gammaproteobacteria"	"Proteobacteria"
"17114"	"Gammaproteobacteria"	"Proteobacteria"
"17115"	"Gammaproteobacteria"	"Proteobacteria"
"17116"	"Gammaproteobacteria"	"Proteobacteria"
"17117"	"Gammaproteobacteria"	"Proteobacteria"
"17118"	"Alphaproteobacteria"	"Proteobacteria"
"17119"	"Gammaproteobacteria"	"Proteobacteria"
"17120"	"Gammaproteobacteria"	"Proteobacteria"
"17121"	"Bacilli"	"Firmicutes"
"17122"	"Actinomycetia"	"Actinobacteriota"
"17123"	"Gammaproteobacteria"	"Proteobacteria"
"17124"	"Gammaproteobacteria"	"Proteobacteria"
"17125"	"Gammaproteobacteria"	"Proteobacteria"
"17126"	"Bacilli"	"Firmicutes"
"17127"	"Gammaproteobacteria"	"Proteobacteria"
"17128"	"Gammaproteobacteria"	"Proteobacteria"
"17129"	"Gammaproteobacteria"	"Proteobacteria"
"17130"	"Gammaproteobacteria"	"Proteobacteria"
"17131"	"Gammaproteobacteria"	"Proteobacteria"
"17132"	"Gammaproteobacteria"	"Proteobacteria"
"17133"	"Gammaproteobacteria"	"Proteobacteria"
"17134"	"Alphaproteobacteria"	"Proteobacteria"
"17135"	"Alphaproteobacteria"	"Proteobacteria"
"17136"	"Alphaproteobacteria"	"Proteobacteria"
"17137"	NA	NA
"17138"	"Bacilli"	"Firmicutes"
"17139"	"Bacilli"	"Firmicutes"
"17140"	"Bacilli"	"Firmicutes"
"17141"	"Bacilli"	"Firmicutes"
"17142"	"Bacilli"	"Firmicutes"
"17143"	"Bacilli"	"Firmicutes"
"17144"	"Bacilli"	"Firmicutes"
"17145"	"Bacilli"	"Firmicutes"
"17146"	NA	NA
"17147"	"Gammaproteobacteria"	"Proteobacteria"
"17148"	"Gammaproteobacteria"	"Proteobacteria"
"17149"	"Gammaproteobacteria"	"Proteobacteria"
"17150"	"Alphaproteobacteria"	"Proteobacteria"
"17151"	"Gammaproteobacteria"	"Proteobacteria"
"17152"	"Bacilli"	"Firmicutes"
"17153"	"Actinomycetia"	"Actinobacteriota"
"17154"	"Actinomycetia"	"Actinobacteriota"
"17155"	"Gammaproteobacteria"	"Proteobacteria"
"17156"	"Gammaproteobacteria"	"Proteobacteria"
"17157"	"Actinomycetia"	"Actinobacteriota"
"17158"	"Actinomycetia"	"Actinobacteriota"
"17159"	"Gammaproteobacteria"	"Proteobacteria"
"17160"	"Gammaproteobacteria"	"Proteobacteria"
"17161"	"Gammaproteobacteria"	"Proteobacteria"
"17162"	"Gammaproteobacteria"	"Proteobacteria"
"17163"	"Fusobacteriia"	"Fusobacteriota"
"17164"	"Fusobacteriia"	"Fusobacteriota"
"17165"	"Gammaproteobacteria"	"Proteobacteria"
"17166"	"Actinomycetia"	"Actinobacteriota"
"17167"	"Actinomycetia"	"Actinobacteriota"
"17168"	"Actinomycetia"	"Actinobacteriota"
"17169"	"Alphaproteobacteria"	"Proteobacteria"
"17170"	"Actinomycetia"	"Actinobacteriota"
"17171"	"Bacteroidia"	"Bacteroidota"
"17172"	"Actinomycetia"	"Actinobacteriota"
"17173"	"Actinomycetia"	"Actinobacteriota"
"17174"	"Gammaproteobacteria"	"Proteobacteria"
"17175"	"Bacilli"	"Firmicutes"
"17176"	"Actinomycetia"	"Actinobacteriota"
"17177"	"Actinomycetia"	"Actinobacteriota"
"17178"	"Bacteroidia"	"Bacteroidota"
"17179"	"Bacilli"	"Firmicutes"
"17180"	"Cyanobacteriia"	"Cyanobacteria"
"17181"	"Actinomycetia"	"Actinobacteriota"
"17182"	"Gammaproteobacteria"	"Proteobacteria"
"17183"	"Alphaproteobacteria"	"Proteobacteria"
"17184"	"Bacilli"	"Firmicutes"
"17185"	"Bacilli"	"Firmicutes"
"17186"	"Bacilli"	"Firmicutes"
"17187"	"Bacilli"	"Firmicutes"
"17188"	"Bacilli"	"Firmicutes"
"17189"	"Bacilli"	"Firmicutes"
"17190"	"Bacilli"	"Firmicutes"
"17191"	"Gammaproteobacteria"	"Proteobacteria"
"17192"	"Desulfuromonadia"	"Desulfobacterota"
"17193"	"Actinomycetia"	"Actinobacteriota"
"17194"	"Alphaproteobacteria"	"Proteobacteria"
"17195"	"Clostridia"	"Firmicutes"
"17196"	"Clostridia"	"Firmicutes"
"17197"	"Gammaproteobacteria"	"Proteobacteria"
"17198"	"Actinomycetia"	"Actinobacteriota"
"17199"	"Bacilli"	"Firmicutes"
"17200"	"Clostridia"	"Firmicutes"
"17201"	"Gammaproteobacteria"	"Proteobacteria"
"17202"	"Gammaproteobacteria"	"Proteobacteria"
"17203"	"Gammaproteobacteria"	"Proteobacteria"
"17204"	"Gammaproteobacteria"	"Proteobacteria"
"17205"	"Gammaproteobacteria"	"Proteobacteria"
"17206"	"Alphaproteobacteria"	"Proteobacteria"
"17207"	"Gammaproteobacteria"	"Proteobacteria"
"17208"	"Bacilli"	"Firmicutes"
"17209"	"Bacilli"	"Firmicutes"
"17210"	"Bacilli"	"Firmicutes"
"17211"	"Bacteroidia"	"Bacteroidota"
"17212"	"Gammaproteobacteria"	"Proteobacteria"
"17213"	"Bacteroidia"	"Bacteroidota"
"17214"	"Bacteroidia"	"Bacteroidota"
"17215"	"Bacteroidia"	"Bacteroidota"
"17216"	"Bacteroidia"	"Bacteroidota"
"17217"	"Bacteroidia"	"Bacteroidota"
"17218"	"Bacteroidia"	"Bacteroidota"
"17219"	"Bacteroidia"	"Bacteroidota"
"17220"	"Bacteroidia"	"Bacteroidota"
"17221"	"Bacteroidia"	"Bacteroidota"
"17222"	"Bacteroidia"	"Bacteroidota"
"17223"	"Bacteroidia"	"Bacteroidota"
"17224"	"Bacteroidia"	"Bacteroidota"
"17225"	"Bacteroidia"	"Bacteroidota"
"17226"	"Bacteroidia"	"Bacteroidota"
"17227"	"Bacteroidia"	"Bacteroidota"
"17228"	"Bacteroidia"	"Bacteroidota"
"17229"	"Bacteroidia"	"Bacteroidota"
"17230"	"Bacteroidia"	"Bacteroidota"
"17231"	"Bacteroidia"	"Bacteroidota"
"17232"	"Bacteroidia"	"Bacteroidota"
"17233"	"Actinomycetia"	"Actinobacteriota"
"17234"	"Gammaproteobacteria"	"Proteobacteria"
"17235"	"Gammaproteobacteria"	"Proteobacteria"
"17236"	"Gammaproteobacteria"	"Proteobacteria"
"17237"	"Gammaproteobacteria"	"Proteobacteria"
"17238"	"Gammaproteobacteria"	"Proteobacteria"
"17239"	"Bacilli"	"Firmicutes"
"17240"	"Gammaproteobacteria"	"Proteobacteria"
"17241"	"Gammaproteobacteria"	"Proteobacteria"
"17242"	"Gammaproteobacteria"	"Proteobacteria"
"17243"	"Gammaproteobacteria"	"Proteobacteria"
"17244"	"Gammaproteobacteria"	"Proteobacteria"
"17245"	"Gammaproteobacteria"	"Proteobacteria"
"17246"	"Gammaproteobacteria"	"Proteobacteria"
"17247"	"Gammaproteobacteria"	"Proteobacteria"
"17248"	"Gammaproteobacteria"	"Proteobacteria"
"17249"	"Gammaproteobacteria"	"Proteobacteria"
"17250"	"Gammaproteobacteria"	"Proteobacteria"
"17251"	"Gammaproteobacteria"	"Proteobacteria"
"17252"	"Gammaproteobacteria"	"Proteobacteria"
"17253"	"Gammaproteobacteria"	"Proteobacteria"
"17254"	"Gammaproteobacteria"	"Proteobacteria"
"17255"	"Gammaproteobacteria"	"Proteobacteria"
"17256"	"Acidobacteriae"	"Acidobacteriota"
"17257"	"Acidobacteriae"	"Acidobacteriota"
"17258"	"Cyanobacteriia"	"Cyanobacteria"
"17259"	"Cyanobacteriia"	"Cyanobacteria"
"17260"	"Cyanobacteriia"	"Cyanobacteria"
"17261"	"Cyanobacteriia"	"Cyanobacteria"
"17262"	"Cyanobacteriia"	"Cyanobacteria"
"17263"	"Cyanobacteriia"	"Cyanobacteria"
"17264"	"Cyanobacteriia"	"Cyanobacteria"
"17265"	"Cyanobacteriia"	"Cyanobacteria"
"17266"	"Cyanobacteriia"	"Cyanobacteria"
"17267"	"Cyanobacteriia"	"Cyanobacteria"
"17268"	"Cyanobacteriia"	"Cyanobacteria"
"17269"	"Cyanobacteriia"	"Cyanobacteria"
"17270"	"Cyanobacteriia"	"Cyanobacteria"
"17271"	"Cyanobacteriia"	"Cyanobacteria"
"17272"	"Cyanobacteriia"	"Cyanobacteria"
"17273"	"Cyanobacteriia"	"Cyanobacteria"
"17274"	"Cyanobacteriia"	"Cyanobacteria"
"17275"	"Cyanobacteriia"	"Cyanobacteria"
"17276"	"Cyanobacteriia"	"Cyanobacteria"
"17277"	"Cyanobacteriia"	"Cyanobacteria"
"17278"	"Cyanobacteriia"	"Cyanobacteria"
"17279"	"Cyanobacteriia"	"Cyanobacteria"
"17280"	"Alphaproteobacteria"	"Proteobacteria"
"17281"	"Gammaproteobacteria"	"Proteobacteria"
"17282"	NA	NA
"17283"	"Gammaproteobacteria"	"Proteobacteria"
"17284"	"Actinomycetia"	"Actinobacteriota"
"17285"	"Gammaproteobacteria"	"Proteobacteria"
"17286"	"Gammaproteobacteria"	"Proteobacteria"
"17287"	"Gammaproteobacteria"	"Proteobacteria"
"17288"	"Gammaproteobacteria"	"Proteobacteria"
"17289"	"Gammaproteobacteria"	"Proteobacteria"
"17290"	"Gammaproteobacteria"	"Proteobacteria"
"17291"	"Bacteroidia"	"Bacteroidota"
"17292"	"Gammaproteobacteria"	"Proteobacteria"
"17293"	"Gammaproteobacteria"	"Proteobacteria"
"17294"	"Bacilli"	"Firmicutes"
"17295"	"Campylobacteria"	"Campylobacterota"
"17296"	"Bacilli"	"Firmicutes"
"17297"	"Bacilli"	"Firmicutes"
"17298"	"Gammaproteobacteria"	"Proteobacteria"
"17299"	"Actinomycetia"	"Actinobacteriota"
"17300"	"Gammaproteobacteria"	"Proteobacteria"
"17301"	"Actinomycetia"	"Actinobacteriota"
"17302"	"Gammaproteobacteria"	"Proteobacteria"
"17303"	"Bacilli"	"Firmicutes"
"17304"	"Clostridia"	"Firmicutes"
"17305"	"Gammaproteobacteria"	"Proteobacteria"
"17306"	"Bacilli"	"Firmicutes"
"17307"	"Bacilli"	"Firmicutes"
"17308"	"Bacilli"	"Firmicutes"
"17309"	"Cyanobacteriia"	"Cyanobacteria"
"17310"	"Cyanobacteriia"	"Cyanobacteria"
"17311"	"Gammaproteobacteria"	"Proteobacteria"
"17312"	"Gammaproteobacteria"	"Proteobacteria"
"17313"	"Alphaproteobacteria"	"Proteobacteria"
"17314"	"Actinomycetia"	"Actinobacteriota"
"17315"	"Alphaproteobacteria"	"Proteobacteria"
"17316"	"Alphaproteobacteria"	"Proteobacteria"
"17317"	"Bacteroidia"	"Bacteroidota"
"17318"	"Gammaproteobacteria"	"Proteobacteria"
"17319"	"Gammaproteobacteria"	"Proteobacteria"
"17320"	"Gammaproteobacteria"	"Proteobacteria"
"17321"	"Gammaproteobacteria"	"Proteobacteria"
"17322"	"Gammaproteobacteria"	"Proteobacteria"
"17323"	"Gammaproteobacteria"	"Proteobacteria"
"17324"	"Bacilli"	"Firmicutes"
"17325"	"Bacilli"	"Firmicutes"
"17326"	"Actinomycetia"	"Actinobacteriota"
"17327"	"Bacilli"	"Firmicutes"
"17328"	"Actinomycetia"	"Actinobacteriota"
"17329"	"Bacilli"	"Firmicutes"
"17330"	"Fusobacteriia"	"Fusobacteriota"
"17331"	"Gammaproteobacteria"	"Proteobacteria"
"17332"	"Gammaproteobacteria"	"Proteobacteria"
"17333"	"Gammaproteobacteria"	"Proteobacteria"
"17334"	"Gammaproteobacteria"	"Proteobacteria"
"17335"	"Gammaproteobacteria"	"Proteobacteria"
"17336"	"Gammaproteobacteria"	"Proteobacteria"
"17337"	"Gammaproteobacteria"	"Proteobacteria"
"17338"	"Gammaproteobacteria"	"Proteobacteria"
"17339"	"Alphaproteobacteria"	"Proteobacteria"
"17340"	"Bacteroidia"	"Bacteroidota"
"17341"	"Campylobacteria"	"Campylobacterota"
"17342"	"Campylobacteria"	"Campylobacterota"
"17343"	"Campylobacteria"	"Campylobacterota"
"17344"	"Bacilli"	"Firmicutes"
"17345"	"Bacilli"	"Firmicutes"
"17346"	"Bacteroidia"	"Bacteroidota"
"17347"	"Gammaproteobacteria"	"Proteobacteria"
"17348"	"Bacilli"	"Firmicutes"
"17349"	"Gammaproteobacteria"	"Proteobacteria"
"17350"	"Gammaproteobacteria"	"Proteobacteria"
"17351"	"Gammaproteobacteria"	"Proteobacteria"
"17352"	"Gammaproteobacteria"	"Proteobacteria"
"17353"	"Bacteroidia"	"Bacteroidota"
"17354"	"Gammaproteobacteria"	"Proteobacteria"
"17355"	"Actinomycetia"	"Actinobacteriota"
"17356"	"Actinomycetia"	"Actinobacteriota"
"17357"	"Gammaproteobacteria"	"Proteobacteria"
"17358"	"Bacilli"	"Firmicutes"
"17359"	"Actinomycetia"	"Actinobacteriota"
"17360"	"Alphaproteobacteria"	"Proteobacteria"
"17361"	"Alphaproteobacteria"	"Proteobacteria"
"17362"	"Gammaproteobacteria"	"Proteobacteria"
"17363"	"Bacilli"	"Firmicutes"
"17364"	"Bacilli"	"Firmicutes"
"17365"	"Gammaproteobacteria"	"Proteobacteria"
"17366"	"Actinomycetia"	"Actinobacteriota"
"17367"	"Campylobacteria"	"Campylobacterota"
"17368"	"Proteinivoracia"	"Firmicutes"
"17369"	"Gammaproteobacteria"	"Proteobacteria"
"17370"	"Clostridia"	"Firmicutes"
"17371"	"Clostridia"	"Firmicutes"
"17372"	"Actinomycetia"	"Actinobacteriota"
"17373"	"Bacilli"	"Firmicutes"
"17374"	"Bacilli"	"Firmicutes"
"17375"	"Gammaproteobacteria"	"Proteobacteria"
"17376"	"Cyanobacteriia"	"Cyanobacteria"
"17377"	"Bacilli"	"Firmicutes"
"17378"	"Gammaproteobacteria"	"Proteobacteria"
"17379"	"Alphaproteobacteria"	"Proteobacteria"
"17380"	"Alphaproteobacteria"	"Proteobacteria"
"17381"	"Gammaproteobacteria"	"Proteobacteria"
"17382"	"Bacteroidia"	"Bacteroidota"
"17383"	"Actinomycetia"	"Actinobacteriota"
